lineNum,Measurement,Control,Treatment,Ratio
46,EEG Power,28.003526506659856,34.80514990821248,1.2428845309870185
46,Calcium Power,-18.7367682222595,-10.853588692456116,0.5792668492083883
46,Coherence,0.29977782821345667,0.39691460495178305,1.3240292229656163
46,XC,0.28908201918788706,0.6012046340021187,2.0797026245045336
46,Lag,0.4666666666666667,-0.7333333333333333,-1.5714285714285714
46,XC P-Value,2.6429405396526106e-13,1.010666901064263e-62,3.8240243618840756e-50
47,EEG Power,27.62497917783214,39.065378271647205,1.4141324060434222
47,Calcium Power,-20.370021470125952,-17.38777277181234,0.853596192685055
47,Coherence,0.3219964756847614,0.3393625881047583,1.0539326164457727
47,XC,0.1861452599444126,0.4745871360562563,2.549552624643675
47,Lag,-1.8333333333333333,0.03333333333333333,-0.01818181818181818
47,XC P-Value,1.1535965076381182e-06,5.632357715776175e-35,4.8824330504501133e-29
97,EEG Power,27.973938358925054,33.68420189213916,1.204127980120191
97,Calcium Power,-19.28910834912325,-10.35425344857859,0.5367927465164154
97,Coherence,0.4697653336701729,0.47619588476132374,1.013688858309127
97,XC,0.24815611590573797,0.18413555630006162,0.7420149837048766
97,Lag,-4.6,6.5,-1.4130434782608696
97,XC P-Value,2.226139107509633e-10,6.675206880797022e-08,299.8557843163957
64,EEG Power,26.99015456635386,36.448223869033775,1.3504266446280535
64,Calcium Power,-24.482937975635107,-18.210030334406998,0.743784522614452
64,Coherence,0.3651177738461927,0.4328699501219563,1.185562525653173
64,XC,0.19449711385782176,0.5625685295561427,2.8924261054453626
64,Lag,-2.1333333333333333,0.13333333333333333,-0.0625
64,XC P-Value,7.413291768787242e-08,1.0326200963596404e-51,1.3929306016355123e-44
88,EEG Power,28.35135898200855,35.64444277407233,1.2572393018864418
88,Calcium Power,-21.222983232296418,-9.849012295266448,0.4640729433493852
88,Coherence,0.3687428556048056,0.39434787162486995,1.0694386769285806
88,XC,0.2935700774718929,0.30774781941530915,1.0482942337499424
88,Lag,-0.3333333333333333,0.13333333333333333,-0.4
88,XC P-Value,1.7475683723299827e-13,9.976868556575901e-15,0.05709000411396797
